6,0
16,0
20,0
25,0
39,0
43,0
47,0
57,0
66,0
67,0
82,0
83,0
105,0
113,0
117,0
120,0
129,0
132,0
134,0
154,0
158,0
161,0
164,0
170,0
178,0
184,0
206,0
212,0
216,0
226,0
229,0
235,0
240,0
249,0
254,0
257,0
258,0
261,0
266,0
278,0
281,0
284,0
288,0
293,0
294,0
296,0
298,0
299,0
304,0
315,0
317,0
326,0
328,0
329,0
341,0
343,0
351,0
363,0
365,0
368,0
373,0
374,0
382,0
385,0
387,0
389,0
391,0
394,0
402,0
403,0
407,0
417,0
418,0
425,0
428,0
436,0
439,0
450,0
477,0
478,0
520,0
554,0
564,0
578,0
582,0
609,0
610,0
613,0
615,0
617,0
619,0
620,0
627,0
630,0
632,0
636,0
637,0
638,0
640,0
641,0
649,0
651,0
652,0
653,0
654,0
656,0
658,0
661,0
664,0
669,0
676,0
678,0
685,0
686,0
688,0
698,0
700,0
704,0
706,0
709,0
728,0
732,0
733,0
735,0
738,0
739,0
740,0
748,0
749,0
750,0
751,0
764,0
788,0
789,0
794,0
813,0
852,0
863,0
864,0
870,0
871,0
879,0
890,0
892,0
896,0
912,0
917,0
918,0
924,0
925,0
928,0
930,0
947,0
976,0
977,0
981,0
991,0
1013,0
1015,0
1019,0
1021,0
1022,0
1033,0
1034,0
1036,0
1037,0
1047,0
1052,0
1053,0
1059,0
1060,0
1067,0
1068,0
1091,0
1100,0
1101,0
1106,0
1109,0
1113,0
1114,0
1124,0
1131,0
1136,0
1159,0
1162,0
1164,0
1175,0
1184,0
1188,0
1193,0
1197,0
1209,0
1212,0
1214,0
1215,0
1217,0
1221,0
1233,0
1237,0
1252,0
1255,0
1263,0
1264,0
1271,0
1299,0
1303,0
1308,0
1312,0
1315,0
1316,0
1327,0
1337,0
1338,0
1344,0
1349,0
1350,0
1351,0
1356,0
1358,0
1359,0
1360,0
1361,0
1369,0
1371,0
1372,0
1374,0
1385,0
1392,0
1400,0
1405,0
1412,0
1422,0
1436,0
1439,0
1441,0
1442,0
1447,0
1448,0
1454,0
1468,0
1476,0
1481,0
1482,0
1483,0
1489,0
1495,0
1498,0
1500,0
1502,0
1505,0
1515,0
1524,0
1528,0
1530,0
1540,0
1541,0
1542,0
1543,0
1553,0
1577,0
1603,0
1609,0
1624,0
1634,0
1659,0
1663,0
1664,0
1670,0
1675,0
1680,0
1681,0
1684,0
1695,0
1697,0
1708,0
1719,0
1723,0
1725,0
1732,0
1762,0
1772,0
1775,0
1777,0
1779,0
1782,0
1785,0
1792,0
1800,0
1801,0
1802,0
1803,0
1808,0
1809,0
1813,0
1814,0
1818,0
1827,0
1831,0
1837,0
1865,0
1868,0
1949,0
1950,0
1951,0
1958,0
1961,0
1971,0
1974,0
1978,0
1982,0
1984,0
1986,0
1992,0
2001,0
2011,0
2014,0
2035,0
2044,0
2046,0
2051,0
2055,0
2060,0
2065,0
2066,0
2067,0
2072,0
2080,0
2085,0
2086,0
2088,0
2094,0
2096,0
2097,0
2115,0
2130,0
2132,0
2134,0
2138,0
2142,0
2146,0
2151,0
2154,0
2164,0
2165,0
2177,0
2200,0
2228,0
2236,0
2239,0
2244,0
2252,0
2254,0
2255,0
2263,0
2277,0
2290,0
2303,0
2323,0
2333,0
2344,0
2351,0
2369,0
2378,0
2408,0
2412,0
2418,0
2421,0
2424,0
2426,0
2427,0
2431,0
2433,0
2439,0
2443,0
2448,0
2462,0
2466,0
2471,0
2472,0
2479,0
2482,0
2497,0
2498,0
2503,0
2506,0
2507,0
2518,0
2525,0
2530,0
2533,0
2544,0
2561,0
2563,0
2564,0
2565,0
2566,0
2567,0
2576,0
2583,0
2584,0
2590,0
2591,0
2602,0
2672,0
2673,0
2675,0
2677,0
2685,0
2775,0
2833,0
2848,0
2907,0
2908,0
2921,0
2929,0
2937,0
2941,0
2942,0
2943,0
2948,0
2951,0
2952,0
2954,0
2957,0
2958,0
2960,0
2969,0
2977,0
2978,0
2986,0
2992,0
2996,0
2999,0
3000,0
3008,0
3063,0
3069,0
3072,0
3078,0
3085,0
3098,0
3099,0
3104,0
3105,0
3109,0
3114,0
3115,0
3116,0
3121,0
3122,0
3124,0
3126,0
3127,0
3130,0
3131,0
3139,0
3140,0
3142,0
3143,0
3159,0
3174,0
3177,0
3178,0
3180,0
3186,0
3187,0
3188,0
3190,0
3191,0
3192,0
3199,0
3200,0
3206,0
3208,0
3209,0
3211,0
3225,0
3227,0
3228,0
3246,0
3309,0
